Times,Velocityms,Accelms2,PressurePa,TempC,Humiditypct,WindSpeedms,Altitudem,AltitudemREDUNDANT,VelocitymsREDUNDANT,Accelms2REDUNDANT,PressurePaREDUNDANT,TempCREDUNDANT,HumiditypctREDUNDANT,WindSpeedmsREDUNDANT
137.70000000000002,-4.30325462957689,0.0,944.5728604338959,30.645596600330535,60,2.5,544.2543999999999,544.2543999999999,-4.30325462957689,0.0,944.5728604338959,30.645596600330535,60,2.5
78.30000000000001,-4.316191662028646,0.0,916.2582182496524,25.980298191485875,83,4.6,803.2384,803.2384,-4.316191662028646,0.0,916.2582182496524,25.980298191485875,83,4.6
115.30000000000001,-4.417105923870203,0.0,933.5615805095296,29.75443955933225,62,6.6,641.9183999999999,641.9183999999999,-4.417105923870203,0.0,933.5615805095296,29.75443955933225,62,6.6
38.400000000000006,-4.350176632971248,0.0,903.7089018906728,21.578020090088597,75,4.3,977.2024,977.2024,-4.350176632971248,0.0,903.7089018906728,21.578020090088597,75,4.3
79.9,-4.393442997322228,0.0,920.0210164510115,28.13142425612651,69,11.8,796.2624,796.2624,-4.393442997322228,0.0,920.0210164510115,28.13142425612651,69,11.8
151.1,-4.39261402384106,0.0,952.6755757645315,30.678848719774756,63,6.5,485.83040000000005,485.83040000000005,-4.39261402384106,0.0,952.6755757645315,30.678848719774756,63,6.5
35.5,-4.328549568832724,0.0,899.7719942101298,24.992260097651563,69,6.3,989.8464,989.8464,-4.328549568832724,0.0,899.7719942101298,24.992260097651563,69,6.3
64.8,-4.397064297831199,0.0,913.4701482734746,30.29916824840713,48,6.4,862.0984,862.0984,-4.397064297831199,0.0,913.4701482734746,30.29916824840713,48,6.4
127.4,-4.434001047767689,0.0,943.731660368526,24.891726835632905,69,6.3,589.1623999999999,589.1623999999999,-4.434001047767689,0.0,943.731660368526,24.891726835632905,69,6.3
105.10000000000001,-4.460218242378251,0.0,930.9359400006729,29.941429647974505,45,7.2,686.3903999999999,686.3903999999999,-4.460218242378251,0.0,930.9359400006729,29.941429647974505,45,7.2
21.400000000000002,-4.365641405927509,0.0,889.2403755628376,30.964900553002572,60,2.5,1051.3224,1051.3224,-4.365641405927509,0.0,889.2403755628376,30.964900553002572,60,2.5
67.8,-4.35965575979363,0.0,911.0070339066697,30.884298316115544,53,6.5,849.0184,849.0184,-4.35965575979363,0.0,911.0070339066697,30.884298316115544,53,6.5
38.900000000000006,-4.451945695165054,0.0,901.361279491073,24.862817779708838,69,6.3,975.0224,975.0224,-4.451945695165054,0.0,901.361279491073,24.862817779708838,69,6.3
136.9,-4.3231119461360095,0.0,946.429214681664,29.94990253580784,45,7.2,547.7423999999999,547.7423999999999,-4.3231119461360095,0.0,946.429214681664,29.94990253580784,45,7.2
124.0,-4.335379321741441,0.0,941.3231705705634,30.228570193480085,50,6.3,603.9864,603.9864,-4.335379321741441,0.0,941.3231705705634,30.228570193480085,50,6.3
93.60000000000001,-4.3300815945293145,0.0,921.0902462863992,30.86892922215281,60,1.8,736.5303999999999,736.5303999999999,-4.3300815945293145,0.0,921.0902462863992,30.86892922215281,60,1.8
77.80000000000001,-4.380554062703143,0.0,918.927882864765,27.26936051281421,58,6.7,805.4184,805.4184,-4.380554062703143,0.0,918.927882864765,27.26936051281421,58,6.7
6.800000000000001,118.6681,-9.701353290718686,933.7578379337497,29.977032235967553,45,7.2,660.9664285,660.9664285,118.6681,-9.701353290718686,933.7578379337497,29.977032235967553,45,7.2
99.7,-4.373789896916475,0.0,929.157374114596,30.062293837625372,65,9.3,709.9343999999999,709.9343999999999,-4.373789896916475,0.0,929.157374114596,30.062293837625372,65,9.3
128.8,-4.369524666666972,0.0,942.4585086948774,29.613919055226894,45,7.2,583.0583999999999,583.0583999999999,-4.369524666666972,0.0,942.4585086948774,29.613919055226894,45,7.2
4.9,137.3071,-9.819600240300147,953.9366181540805,25.40135550213052,53,7.4,493.83710850000006,493.83710850000006,137.3071,-9.819600240300147,953.9366181540805,25.40135550213052,53,7.4
136.6,-4.344412575462988,0.0,944.0337082400089,30.878348041159775,60,2.5,549.0504,549.0504,-4.344412575462988,0.0,944.0337082400089,30.878348041159775,60,2.5
124.80000000000001,-4.383205724211578,0.0,942.458931005506,24.74666735128589,69,6.3,600.4984,600.4984,-4.383205724211578,0.0,942.458931005506,24.74666735128589,69,6.3
36.0,-4.333045144974899,0.0,896.0047218770995,30.63454451579088,60,2.5,987.6664,987.6664,-4.333045144974899,0.0,896.0047218770995,30.63454451579088,60,2.5
36.300000000000004,-4.305659523607649,0.0,899.4343246582481,28.386475125615608,69,11.8,986.3584,986.3584,-4.305659523607649,0.0,899.4343246582481,28.386475125615608,69,11.8
97.5,-4.3618014956416085,0.0,923.7828019489455,30.96405512248033,60,9.5,719.5264,719.5264,-4.3618014956416085,0.0,923.7828019489455,30.96405512248033,60,9.5
71.7,-4.3518777469664895,0.0,912.2190516046848,27.564510362041037,76,7.0,832.0144,832.0144,-4.3518777469664895,0.0,912.2190516046848,27.564510362041037,76,7.0
20.200000000000003,-4.395700898533234,0.0,892.2139125840141,25.696219593809996,49,10.3,1056.5544,1056.5544,-4.395700898533234,0.0,892.2139125840141,25.696219593809996,49,10.3
66.0,-4.381170191870293,0.0,913.4071712183211,30.327724527925007,50,6.3,856.8664,856.8664,-4.381170191870293,0.0,913.4071712183211,30.327724527925007,50,6.3
10.5,82.3711,-9.9180751709666,931.2898970113489,26.44145526174968,73,5.6,681.5339885,681.5339885,82.3711,-9.9180751709666,931.2898970113489,26.44145526174968,73,5.6
138.3,-4.384893763532821,0.0,945.1483394664406,31.386103497481063,55,12.5,541.6383999999999,541.6383999999999,-4.384893763532821,0.0,945.1483394664406,31.386103497481063,55,12.5
139.70000000000002,-4.286162582121077,0.0,952.7783409500471,28.187897491792732,51,6.8,535.5343999999999,535.5343999999999,-4.286162582121077,0.0,952.7783409500471,28.187897491792732,51,6.8
84.60000000000001,-4.377863536488142,0.0,918.3475040272501,27.467411862511835,76,7.0,775.7703999999999,775.7703999999999,-4.377863536488142,0.0,918.3475040272501,27.467411862511835,76,7.0
100.80000000000001,-4.440636916041364,0.0,927.2054293923555,26.70804228411326,73,7.1,705.1383999999998,705.1383999999998,-4.440636916041364,0.0,927.2054293923555,26.70804228411326,73,7.1
157.10000000000002,-4.366131570448662,0.0,957.5405997458546,27.37663184477047,58,6.7,459.67039999999986,459.67039999999986,-4.366131570448662,0.0,957.5405997458546,27.37663184477047,58,6.7
8.1,105.91510000000001,-9.905684390269176,925.9408063471543,31.396056610134686,55,12.5,714.1036685,714.1036685,105.91510000000001,-9.905684390269176,925.9408063471543,31.396056610134686,55,12.5
39.300000000000004,-4.317870175366855,0.0,896.5611115567892,27.98418411697873,71,6.4,973.2783999999999,973.2783999999999,-4.317870175366855,0.0,896.5611115567892,27.98418411697873,71,6.4
4.7,139.2691,-10.031132132740439,951.9122956715563,28.005284428061774,71,6.4,470.0642485000001,470.0642485000001,139.2691,-10.031132132740439,951.9122956715563,28.005284428061774,71,6.4
136.0,-4.415513191172774,0.0,949.1710811800353,29.678284556536575,47,7.2,551.6664,551.6664,-4.415513191172774,0.0,949.1710811800353,29.678284556536575,47,7.2
151.20000000000002,-4.414470249341123,0.0,954.9902721884902,25.686748333254037,49,10.3,485.3943999999999,485.3943999999999,-4.414470249341123,0.0,954.9902721884902,25.686748333254037,49,10.3
141.1,-4.366993097634162,0.0,953.1892695106864,21.634777308640277,75,4.3,529.4304,529.4304,-4.366993097634162,0.0,953.1892695106864,21.634777308640277,75,4.3
48.800000000000004,-4.354164095341329,0.0,909.8533941508284,26.62296955701107,60,2.8,931.8584,931.8584,-4.354164095341329,0.0,909.8533941508284,26.62296955701107,60,2.8
122.30000000000001,-4.303659506924611,0.0,941.1437914424095,30.295004566114244,48,6.4,611.3983999999998,611.3983999999998,-4.303659506924611,0.0,941.1437914424095,30.295004566114244,48,6.4
106.60000000000001,-4.283429426763189,0.0,931.6610223529619,29.817531126202443,45,7.2,679.8503999999999,679.8503999999999,-4.283429426763189,0.0,931.6610223529619,29.817531126202443,45,7.2
47.5,-4.3566938168478675,0.0,902.8000390447427,30.53089036254286,63,6.5,937.5264,937.5264,-4.3566938168478675,0.0,902.8000390447427,30.53089036254286,63,6.5
18.900000000000002,-4.278911379110614,0.0,888.4397141526273,26.114333141622932,83,4.6,1062.2223999999999,1062.2223999999999,-4.278911379110614,0.0,888.4397141526273,26.114333141622932,83,4.6
122.7,-4.300222172645933,0.0,943.5711950088184,29.761318553838684,44,4.8,609.6543999999999,609.6543999999999,-4.300222172645933,0.0,943.5711950088184,29.761318553838684,44,4.8
152.8,-4.30476368246201,0.0,952.3830051519781,25.96228868123746,83,4.6,478.4183999999999,478.4183999999999,-4.30476368246201,0.0,952.3830051519781,25.96228868123746,83,4.6
84.80000000000001,-4.420303960873122,0.0,922.9110410874566,29.768526911992247,45,9.5,774.8983999999999,774.8983999999999,-4.420303960873122,0.0,922.9110410874566,29.768526911992247,45,9.5
77.5,-4.367006123652684,0.0,913.4250743788906,30.95742709701731,60,1.8,806.7264,806.7264,-4.367006123652684,0.0,913.4250743788906,30.95742709701731,60,1.8
14.200000000000001,46.07409999999999,-9.90785320628978,979.9649014722443,28.188928954696756,51,6.8,299.2048484999998,299.2048484999998,46.07409999999999,-9.90785320628978,979.9649014722443,28.188928954696756,51,6.8
129.20000000000002,-4.300182859298551,0.0,945.9201780888777,24.009557427178635,62,7.3,581.3143999999999,581.3143999999999,-4.300182859298551,0.0,945.9201780888777,24.009557427178635,62,7.3
58.1,-4.366014272950245,0.0,910.6586952363091,25.566341096517423,73,7.2,891.3104,891.3104,-4.366014272950245,0.0,910.6586952363091,25.566341096517423,73,7.2
103.2,-4.305865229784468,0.0,930.2945007671958,28.240999703129905,75,3.8,694.6743999999999,694.6743999999999,-4.305865229784468,0.0,930.2945007671958,28.240999703129905,75,3.8
111.60000000000001,-4.402549272805905,0.0,931.8628832754589,30.62707610491624,60,2.5,658.0503999999999,658.0503999999999,-4.402549272805905,0.0,931.8628832754589,30.62707610491624,60,2.5
56.400000000000006,-4.364350543414077,0.0,912.0119832998037,28.267885149138277,61,5.3,898.7224,898.7224,-4.364350543414077,0.0,912.0119832998037,28.267885149138277,61,5.3
131.1,-4.375199404359432,0.0,943.5842964927458,29.830740259136704,45,7.2,573.0304,573.0304,-4.375199404359432,0.0,943.5842964927458,29.830740259136704,45,7.2
132.0,-4.41598420618952,0.0,948.6976549081285,21.653492861244278,75,4.3,569.1063999999999,569.1063999999999,-4.41598420618952,0.0,948.6976549081285,21.653492861244278,75,4.3
37.9,-4.3283775961732704,0.0,899.2916465005081,28.263188398992092,75,3.8,979.3824,979.3824,-4.3283775961732704,0.0,899.2916465005081,28.263188398992092,75,3.8
84.80000000000001,-4.433710759107895,0.0,919.3547195182035,26.06892907316825,83,4.6,774.8983999999999,774.8983999999999,-4.433710759107895,0.0,919.3547195182035,26.06892907316825,83,4.6
63.7,-4.475308009794045,0.0,907.7174680629552,30.82851960064753,60,9.5,866.8944,866.8944,-4.475308009794045,0.0,907.7174680629552,30.82851960064753,60,9.5
156.60000000000002,-4.319110828652645,0.0,960.8888350225765,21.844434586044486,75,4.3,461.8503999999999,461.8503999999999,-4.319110828652645,0.0,960.8888350225765,21.844434586044486,75,4.3
110.80000000000001,-4.340972722561729,0.0,934.1563921732318,25.424232287794847,85,5.4,661.5383999999999,661.5383999999999,-4.340972722561729,0.0,934.1563921732318,25.424232287794847,85,5.4
154.8,-4.328598199269441,0.0,959.896947744031,26.818946320657986,69,1.0,469.6984,469.6984,-4.328598199269441,0.0,959.896947744031,26.818946320657986,69,1.0
138.4,-4.437957966953571,0.0,947.7289260413592,28.383443038233235,74,6.2,541.2023999999999,541.2023999999999,-4.437957966953571,0.0,947.7289260413592,28.383443038233235,74,6.2
67.2,-4.2857284386800645,0.0,913.9762706146647,30.27628483162072,50,6.3,851.6343999999999,851.6343999999999,-4.2857284386800645,0.0,913.9762706146647,30.27628483162072,50,6.3
31.200000000000003,-4.434472618191841,0.0,895.1941409384723,30.71637607033255,63,6.5,1008.5944,1008.5944,-4.434472618191841,0.0,895.1941409384723,30.71637607033255,63,6.5
126.7,-4.381849961177673,0.0,945.9050340658105,28.288967713162343,61,5.3,592.2144,592.2144,-4.381849961177673,0.0,945.9050340658105,28.288967713162343,61,5.3
106.80000000000001,-4.368351185021218,0.0,933.1412673226355,25.40534192028744,53,7.4,678.9784,678.9784,-4.368351185021218,0.0,933.1412673226355,25.40534192028744,53,7.4
53.2,-4.327980028359037,0.0,906.6411481426138,28.008977094381816,74,3.2,912.6744,912.6744,-4.327980028359037,0.0,906.6411481426138,28.008977094381816,74,3.2
74.5,-4.343951341788784,0.0,920.7111943958594,27.015167243120437,69,1.0,819.8063999999999,819.8063999999999,-4.343951341788784,0.0,920.7111943958594,27.015167243120437,69,1.0
54.0,-4.3958889232705545,0.0,904.2357106622858,30.49427334882123,63,9.4,909.1864,909.1864,-4.3958889232705545,0.0,904.2357106622858,30.49427334882123,63,9.4
30.8,-4.380142989743817,0.0,891.5502739557669,30.679773320959313,60,1.8,1010.3384,1010.3384,-4.380142989743817,0.0,891.5502739557669,30.679773320959313,60,1.8
5.800000000000001,128.47809999999998,-9.749412401398958,943.4996920244891,25.459398918039433,53,7.4,586.2471285,586.2471285,128.47809999999998,-9.749412401398958,943.4996920244891,25.459398918039433,53,7.4
85.10000000000001,-4.343927176660097,0.0,922.0515414487472,29.94036343069374,56,6.6,773.5903999999999,773.5903999999999,-4.343927176660097,0.0,922.0515414487472,29.94036343069374,56,6.6
120.30000000000001,-4.293650200068606,0.0,935.987541699344,29.837240597466003,62,6.6,620.1183999999998,620.1183999999998,-4.293650200068606,0.0,935.987541699344,29.837240597466003,62,6.6
3.4000000000000004,345.0335393850396,101.48045276030575,943.2783747632268,24.563831085527138,83,13.4,586.5570169545674,586.5570169545674,345.0335393850396,101.48045276030575,943.2783747632268,24.563831085527138,83,13.4
10.9,78.44709999999999,-9.854615742727553,932.0580208018289,25.98778115495842,83,4.6,659.6249085,659.6249085,78.44709999999999,-9.854615742727553,932.0580208018289,25.98778115495842,83,4.6
1.1,112.22378875838905,102.02162614399003,1000.8189116228663,26.13952345090885,83,4.6,61.72308381711398,61.72308381711398,112.22378875838905,102.02162614399003,1000.8189116228663,26.13952345090885,83,4.6
61.5,-4.34777828810183,0.0,911.2762026754689,28.24615874635749,69,11.8,876.4864,876.4864,-4.34777828810183,0.0,911.2762026754689,28.24615874635749,69,11.8
134.70000000000002,-4.400704661580926,0.0,945.1619386863969,26.538336296036753,73,5.6,557.3343999999998,557.3343999999998,-4.400704661580926,0.0,945.1619386863969,26.538336296036753,73,5.6
69.4,-4.328263969160263,0.0,914.3873083772834,28.45138427174982,74,6.2,842.0423999999999,842.0423999999999,-4.328263969160263,0.0,914.3873083772834,28.45138427174982,74,6.2
150.0,-4.32481239471996,0.0,954.1126553503823,24.35975462198389,83,13.4,490.6264,490.6264,-4.32481239471996,0.0,954.1126553503823,24.35975462198389,83,13.4
37.5,-4.322994217126754,0.0,904.5325067517632,26.417492441488797,60,2.8,981.1264,981.1264,-4.322994217126754,0.0,904.5325067517632,26.417492441488797,60,2.8
116.0,-4.361986162817461,0.0,936.6811304210269,25.572487729189085,85,5.4,638.8663999999999,638.8663999999999,-4.361986162817461,0.0,936.6811304210269,25.572487729189085,85,5.4
54.6,-4.382767446903347,0.0,903.4401254984073,30.874898116205557,60,9.5,906.5704,906.5704,-4.382767446903347,0.0,903.4401254984073,30.874898116205557,60,9.5
70.10000000000001,-4.37460108816736,0.0,912.0047575957108,30.912596580563342,60,2.5,838.9903999999999,838.9903999999999,-4.37460108816736,0.0,912.0047575957108,30.912596580563342,60,2.5
33.0,-4.407556098107005,0.0,897.9838094781701,30.105604252227458,39,10.0,1000.7464,1000.7464,-4.407556098107005,0.0,897.9838094781701,30.105604252227458,39,10.0
82.80000000000001,-4.370649279643361,0.0,920.6781649606571,28.071773217337935,74,3.2,783.6183999999998,783.6183999999998,-4.370649279643361,0.0,920.6781649606571,28.071773217337935,74,3.2
26.700000000000003,-4.358729826766822,0.0,894.0789307030049,28.158826855335633,75,3.8,1028.2144,1028.2144,-4.358729826766822,0.0,894.0789307030049,28.158826855335633,75,3.8
80.5,-4.308167638371569,0.0,922.2182550822865,29.549397586138006,47,7.2,793.6464,793.6464,-4.308167638371569,0.0,922.2182550822865,29.549397586138006,47,7.2
125.9,-4.37030635325144,0.0,937.5942561638678,29.506332512193183,70,4.1,595.7023999999999,595.7023999999999,-4.37030635325144,0.0,937.5942561638678,29.506332512193183,70,4.1
152.9,-4.362052106583903,0.0,952.054565242302,30.983028284526803,60,2.5,477.9824,477.9824,-4.362052106583903,0.0,952.054565242302,30.983028284526803,60,2.5
136.1,-4.3392220882148855,0.0,942.4776629744916,30.94703891755558,60,9.5,551.2303999999999,551.2303999999999,-4.3392220882148855,0.0,942.4776629744916,30.94703891755558,60,9.5
154.0,-4.354332009003806,0.0,956.1901553196393,30.05235169551518,39,10.0,473.18640000000005,473.18640000000005,-4.354332009003806,0.0,956.1901553196393,30.05235169551518,39,10.0
102.5,-4.404949599652119,0.0,927.4717627834601,30.764479008967623,60,2.5,697.7264,697.7264,-4.404949599652119,0.0,927.4717627834601,30.764479008967623,60,2.5
147.0,-4.348146540043797,0.0,952.7223015047011,30.293196869589746,39,10.0,503.70640000000003,503.70640000000003,-4.348146540043797,0.0,952.7223015047011,30.293196869589746,39,10.0
